Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_32_999.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_019.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_041.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_061.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_082.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_103.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_123.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_138.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_158.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_179.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_199.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_221.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_235.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_256.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_276.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_297.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_33_318.jpg;15;0;0.3136527;0;103.4887;95.60708;359.9578;131.551;1.129672
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_311.jpg;15;0;0.3136527;0;103.4891;95.60674;359.9162;131.5441;1.082603
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_352.jpg;0;-0.8141515;0;-0.02291293;103.4908;95.60619;359.8482;131.6165;0.96122
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_395.jpg;0;-0.6888352;0;-0.06680468;103.4953;95.60169;359.7047;131.7131;0.7637669
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_436.jpg;0;-0.8136649;0;-0.1191584;103.4999;95.59715;359.5949;131.7318;0.6096842
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_478.jpg;0;-0.9382027;0;-0.1532225;103.5052;95.59132;359.4703;131.7466;0.4660619
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_519.jpg;0;-1;0;-0.1786198;103.5118;95.58387;359.3138;131.6661;0.3234999
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_561.jpg;0;-1;0;-0.228174;103.52;95.57465;359.1235;131.6309;0.1814973
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_602.jpg;0;-1;0;-0.2608926;103.5292;95.56444;358.9251;131.7349;0.04268579
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_658.jpg;0;-1;0;-0.3017481;103.5427;95.54785;358.6867;131.854;359.9087
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_700.jpg;0;-1;0;-0.3220887;103.5506;95.53711;358.6671;131.9145;359.9047
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_741.jpg;0;-1;0;-0.3415052;103.5577;95.52708;358.7785;132.0461;359.9581
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_784.jpg;0;-1;0;-0.4137813;103.5679;95.5154;358.8539;131.9613;0.005729887
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_826.jpg;0.9372195;-1;0;-0.4365056;103.5795;95.50293;358.9073;131.8622;0.02703694
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_867.jpg;2.812558;-0.9981586;0;-0.4704372;103.5927;95.48942;358.9308;131.8158;0.03547159
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_922.jpg;5.286919;-1;0;-0.5206292;103.6156;95.46734;358.9104;131.4023;0.009756634
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_38_978.jpg;7.789586;-1;0;-0.5636478;103.641;95.44348;358.8578;130.7095;359.9768
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_019.jpg;9.666041;-1;0;-0.5871565;103.6591;95.42712;358.8242;130.1701;359.9553
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_062.jpg;11.54662;-0.8746282;0;-0.624386;103.6783;95.41017;358.7984;129.5013;359.9436
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_103.jpg;13.4294;-0.7491097;0;-0.6332171;103.6974;95.39409;358.8256;128.6781;359.9412
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_144.jpg;15;-0.6248623;0;-0.6633645;103.7175;95.37785;358.8598;127.8377;359.9406
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_201.jpg;15;-0.4570657;0;-0.6713623;103.7477;95.35287;358.9251;126.6145;359.9616
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_242.jpg;15;-0.3329758;0;-0.6809149;103.7674;95.33606;358.9807;125.8033;359.9861
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_283.jpg;15;-0.2070376;0;-0.6804053;103.7871;95.31865;359.0314;124.747;0.003482453
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_325.jpg;15;-0.0835015;0;-0.6881801;103.8062;95.30123;359.0962;123.7542;0.03112592
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_367.jpg;15;0;0;-0.6620892;103.8235;95.28324;359.1784;122.9609;0.100577
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_409.jpg;15;0;0;-0.6708621;103.8396;95.26392;359.2576;122.483;0.2019206
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_450.jpg;15;0;0;-0.669014;103.8554;95.24463;359.3452;122.022;0.2990642
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_492.jpg;15;0;0;-0.6668622;103.8709;95.22534;359.4389;121.5658;0.3912553
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_533.jpg;12.50259;0;0;-0.6648568;103.8859;95.20583;359.5357;121.1578;0.4846256
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_575.jpg;9.990438;0;0;-0.6622294;103.9076;95.17612;359.6841;120.6506;0.6237625
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_630.jpg;6.652158;0;0;-0.6603595;103.9213;95.15591;359.7838;120.412;0.7180229
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_673.jpg;4.170649;0;0;-0.6583841;103.9346;95.13543;359.8832;120.2513;0.8101541
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_714.jpg;1.603255;0;0;-0.6552539;103.9539;95.10432;0.02983739;120.1226;0.9369735
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_756.jpg;0;0;0;-0.652916;103.9668;95.08312;0.1017566;120.1008;0.9949094
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_797.jpg;0;0;0;-0.6503426;103.9799;95.06158;0.1457862;120.093;1.022734
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_839.jpg;0;0;0;-0.6477172;103.9934;95.0396;0.1501194;120.0878;1.010618
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_880.jpg;0;0;0;-0.6450887;104.0069;95.01718;0.1249909;120.081;0.972133
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_923.jpg;2.512187;0;0;-0.6430976;104.0206;94.9948;0.09558692;120.0277;0.9214018
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_39_964.jpg;5.009699;0;0;-0.6411965;104.0343;94.97269;0.07057668;119.8975;0.8598036
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_007.jpg;7.49691;0;0;-0.6390923;104.0483;94.95092;0.05018021;119.6881;0.7873464
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_047.jpg;9.979524;0;0;-0.6367097;104.0625;94.92946;0.03349056;119.3993;0.7039508
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_089.jpg;12.53536;0;0;-0.6340519;104.0769;94.90833;0.02130048;119.0332;0.611852
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_131.jpg;15;0;0;-0.6309793;104.0914;94.88752;0.01438967;118.5924;0.5132436
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_172.jpg;15;0;0;-0.6282407;104.1058;94.8668;0.01159342;118.1252;0.4173277
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_215.jpg;15;0;0;-0.6264293;104.127;94.83568;0.01317865;117.4259;0.2860054
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_269.jpg;15;0;0;-0.6237352;104.1408;94.81492;0.01764227;116.9622;0.2074234
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_312.jpg;15;0;0;-0.6219191;104.1543;94.79413;0.02446408;116.5005;0.136345
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_355.jpg;15;0;0;-0.6200883;104.1743;94.76292;0.03839445;115.8118;0.04417222
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_394.jpg;15;0;0;-0.6173195;104.1873;94.74209;0.04965372;115.355;359.9925
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_450.jpg;15;0;0;-0.615461;104.2001;94.72124;0.06209663;114.9001;359.9485
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_492.jpg;15;0;0;-0.6135936;104.2126;94.70037;0.0753925;114.447;359.9123
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_533.jpg;15;0;0;-0.6117185;104.225;94.6795;0.08922181;113.9956;359.8836
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_589.jpg;15;0;0;-0.6088921;104.2432;94.64814;0.1103079;113.3216;359.8541
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_630.jpg;15;0;0;-0.6069989;104.2551;94.6272;0.1241884;112.8742;359.843
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_687.jpg;15;0;0;-0.6041452;104.2725;94.59577;0.1441204;112.206;359.8386
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_728.jpg;15;0;0;-0.6022329;104.2839;94.57479;0.1565015;111.7622;359.8431
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_770.jpg;15;0;0;-0.6003124;104.2951;94.55379;0.1679419;111.3199;359.853
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_811.jpg;15;0;0;-0.5983831;104.3061;94.53277;0.1782898;110.8788;359.868
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_853.jpg;15;0;0;-0.5964448;104.3169;94.51173;0.1874225;110.4391;359.8874
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_895.jpg;15;0;0;-0.5944973;104.3328;94.48013;0.1986457;109.7817;359.924
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_949.jpg;15;0;0;-0.5915589;104.3431;94.45904;0.2043926;109.345;359.9526
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_40_992.jpg;15;0;0;-0.5895888;104.3533;94.43793;0.2087187;108.9095;359.9839
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_047.jpg;15;0;0;-0.5866187;104.3682;94.40625;0.2125515;108.2583;0.0350997
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_089.jpg;15;0;0;-0.5846298;104.3779;94.3851;0.2133791;107.8256;0.07123537
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_130.jpg;15;0;0;-0.5826353;104.3875;94.36395;0.2128872;107.3941;0.1084584
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_180.jpg;15;0;0;-0.5796359;104.4014;94.3322;0.2098408;106.7489;0.1653669
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_221.jpg;15;0;0;-0.5776045;104.4106;94.31094;0.2007096;106.3178;0.1978562
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_263.jpg;15;0;0;-0.5754791;104.4196;94.28966;0.1888137;105.8872;0.2291634
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_318.jpg;15;0;0;-0.5723339;104.4327;94.25767;0.1665851;105.2425;0.2727958
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_359.jpg;15;0;0;-0.5703039;104.4412;94.23634;0.1512215;104.8145;0.3012099
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_414.jpg;15;0;0;-0.5673325;104.4536;94.20433;0.1259077;104.1739;0.3390997
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_464.jpg;15;0;0;-0.5654076;104.4617;94.183;0.1080416;103.748;0.3612247
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_520.jpg;15;0;0;-0.5624511;104.4734;94.15102;0.0822952;103.112;0.3917877
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_575.jpg;15;0;0;-0.5595996;104.4848;94.11909;0.05790913;102.4793;0.4177713
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_623.jpg;15;0;0;-0.5577481;104.4921;94.09785;0.04241101;102.0592;0.4321022
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_681.jpg;15;0;0;-0.5549279;104.5027;94.06605;0.02196529;101.4323;0.450678
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_734.jpg;15;0;0;-0.552191;104.5129;94.03433;0.004737697;100.809;0.4648398
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_777.jpg;15;0;0;-0.5504068;104.5195;94.01324;-0.005142042;100.3955;0.471534
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_818.jpg;15;0;0;-0.5486048;104.5259;93.99227;359.9908;99.98303;0.4744595
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_860.jpg;15;0;0;-0.5469333;104.5321;93.97136;359.9898;99.57388;0.4765115
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_902.jpg;15;0;0;-0.5452334;104.5381;93.95051;359.9916;99.16711;0.477159
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_943.jpg;15;0;0;-0.5435262;104.544;93.92971;-0.0043818;98.76236;0.4765708
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_41_984.jpg;15;0;0;-0.5418181;104.5496;93.90897;0.001530609;98.35947;0.4749292
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_040.jpg;15;0;0;-0.5392168;104.5578;93.87789;0.009478633;97.75702;0.468051
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_083.jpg;15;0;0;-0.5374786;104.5631;93.85722;0.01576791;97.35727;0.4627883
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_123.jpg;15;0;0;-0.5357758;104.5682;93.83657;0.02146536;96.95828;0.4554429
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_165.jpg;15;0;0;-0.5340513;104.5731;93.81595;0.0273517;96.56052;0.447269
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_206.jpg;15;0;0;-0.5323374;104.5779;93.79537;0.03349638;96.16394;0.4383227
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_263.jpg;15;0;0;-0.5297863;104.5847;93.76456;0.04304913;95.57132;0.4238975
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_318.jpg;15;0;0;-0.5272447;104.5913;93.73381;0.05270324;94.98126;0.4084305
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_374.jpg;15;0;0;-0.5255458;104.5954;93.71336;0.05931342;94.58942;0.3980247
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_429.jpg;15;0;0;-0.5230384;104.6013;93.68275;0.06883953;94.00354;0.3816758
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_471.jpg;15;0;0;-0.5213509;104.6051;93.6624;0.07555183;93.61456;0.3713284
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_513.jpg;15;0;0;-0.5196818;104.6087;93.64207;0.08125529;93.22626;0.3601844
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_568.jpg;15;0;0;-0.517168;104.6139;93.61166;0.08999362;92.64609;0.3444779
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_609.jpg;-0.9301906;0;0;-0.5134773;104.6149;93.59122;0.09254834;92.61252;0.3796594
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_659.jpg;-3.412863;0;0;-0.5109321;104.6159;93.56058;0.09265754;92.70001;0.4303398
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_700.jpg;-4.983039;0;0;-0.5092642;104.6164;93.54016;0.08940449;92.81049;0.4587145
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_756.jpg;-7.474541;0;0;-0.5066233;104.6166;93.50957;0.08172529;93.05835;0.4939818
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_810.jpg;-9.989739;0;0;-0.5045937;104.6164;93.48927;0.07753967;93.29434;0.5161152
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_867.jpg;-12.48507;0;0;-0.501608;104.6158;93.45899;0.07197253;93.73166;0.5414701
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_916.jpg;-14.9839;0;0;-0.4982804;104.6147;93.42893;0.06817658;94.26031;0.5568886
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_42_971.jpg;-15;0;0;-0.4961843;104.614;93.40902;0.06690357;94.63611;0.5582104
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_020.jpg;-15;0;0;-0.4937554;104.6132;93.37933;0.06669205;95.19785;0.5443507
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_061.jpg;-15;0;0;-0.4921781;104.6128;93.35967;0.0680842;95.5701;0.5258831
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_110.jpg;-15;0;0;-0.4898205;104.6125;93.34011;0.0705482;95.94049;0.5007768
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_152.jpg;-15;0;0;-0.4890319;104.6124;93.32064;0.07374845;96.30896;0.4695598
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_193.jpg;-15;0;0;-0.4874484;104.6124;93.30125;0.07750065;96.67563;0.432921
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_249.jpg;-15;0;0;-0.4850518;104.6125;93.27234;0.08379024;97.22238;0.3693253
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_290.jpg;-15;0;0;-0.4834365;104.6128;93.25317;0.08819707;97.58484;0.322189
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_346.jpg;-15;0;0;-0.480984;104.6133;93.22456;0.09478643;98.12561;0.2461016
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_397.jpg;-15;0;0;-0.4784942;104.6142;93.19614;0.1010052;98.66306;0.1655594
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_444.jpg;-15;0;0;-0.4768141;104.6149;93.17728;0.1047881;99.01965;0.1104567
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_484.jpg;-15;0;0;-0.4751192;104.6157;93.1585;0.1081944;99.37494;0.05493489
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_534.jpg;-15;0;0;-0.4725532;104.6171;93.13045;0.1124819;99.90549;359.9721
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_589.jpg;-15;0;0;-0.4708298;104.6181;93.11185;0.1147403;100.2577;359.9179
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_639.jpg;-15;0;0;-0.4682329;104.6199;93.08406;0.1171842;100.7839;359.8394
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_694.jpg;-15;0;0;-0.4664979;104.6213;93.06562;0.1181833;101.1333;359.7896
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_748.jpg;-15;0;0.0434325;-0.4638977;104.6234;93.03831;0.1238932;101.6056;359.7186
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_804.jpg;-15;0;0.2093496;-0.3374886;104.6242;93.02109;0.3299182;101.8543;359.6671
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_846.jpg;-15;0;0.3355536;-0.1723207;104.6242;93.02087;0.6761034;101.8504;359.626
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_888.jpg;-15;0;0.459963;-0.1383834;104.6242;93.02077;0.9716851;101.85;359.6218
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_929.jpg;-15;0;0.5852135;-0.1092714;104.6242;93.02069;1.193771;101.8494;359.6782
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_43_984.jpg;-15;0;0.7513547;-0.07485785;104.6243;93.02058;1.342941;101.8456;359.8759
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_027.jpg;-15;0;0.8752052;0.08181205;104.6243;93.02052;1.282175;101.8394;0.07446871
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_069.jpg;-15;0;1;0.0922504;104.6244;93.02056;1.123861;101.8411;0.207928
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_110.jpg;-15;0;1;0.09511866;104.6244;93.02063;0.9169302;101.8423;0.2781197
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_152.jpg;-15;0;1;0.1002794;104.6244;93.02071;0.6973324;101.8427;0.3251392
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_193.jpg;-15;0;1;0.09811923;104.6244;93.02077;0.4822371;101.8431;0.3663484
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_249.jpg;-15;0;1;0.09341652;104.6244;93.02089;0.1719572;101.8446;0.4172466
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_290.jpg;-15;0;1;0.08948077;104.6244;93.02097;359.9756;101.846;0.4439963
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_346.jpg;-15;0;1;0.08256423;104.6244;93.02107;359.6998;101.8484;0.4736374
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_387.jpg;-15;0;1;0.07310067;104.6244;93.02115;359.5435;101.8506;0.470847
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_430.jpg;-15;0;1;0.06358087;104.6244;93.02121;359.4064;101.8521;0.4558389
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_471.jpg;-15;0;1;0.05621467;104.6244;93.02126;359.2881;101.8534;0.4299452
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_512.jpg;-15;0;1;0.0473588;104.6244;93.02131;359.1973;101.8535;0.3843931
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_554.jpg;-15;0;1;0.04094802;104.6244;93.02134;359.1339;101.853;0.3203995
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_610.jpg;-15;0;1;0.03911626;104.6243;93.02135;359.0837;101.8513;0.1988984
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_651.jpg;-15;0;1;0.03808453;104.6243;93.02136;359.0663;101.8499;0.1171138
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_708.jpg;-15;0;1;0.03470839;104.6242;93.02135;359.0569;101.8479;0.00164792
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_763.jpg;-15;0;1;-0.03174422;104.6242;93.02134;359.0708;101.8459;359.9017
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_818.jpg;-15;0;1;-0.02643739;104.6241;93.02132;359.1112;101.8445;359.8232
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_861.jpg;-15;0;1;-0.02585019;104.6241;93.02129;359.1497;101.8438;359.7805
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_914.jpg;-15;0;1;-0.02625662;104.6241;93.02126;359.2195;101.8431;359.7271
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_44_971.jpg;-15;0;0;-0.02690885;104.6241;93.02123;359.2777;100.9429;359.6875
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_45_013.jpg;0;0;0;-0.02739882;104.624;93.02121;359.3351;100.9428;359.665
D:\Docs\projects\python\MarsRover\IMG\robocam_2020_07_19_12_12_45_068.jpg;0;0;0;-0.02827663;104.624;93.02116;359.4264;100.9429;359.6396
